partido,campoId,local,visitante,resultado,fecha,deporte,wdDeporte,deporte_descripcion,deporte_imagen
https://example.org/partidos/partido/JDM%20GRUPO_futsal_676_2_4,https://example.org/partidos/campo/427,ATHLETICO JUNIOR PERU,BASICO SPORT CENTER,0-9,2014-11-22,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_676_14_2,https://example.org/partidos/campo/411,ATHLETICO JUNIOR PERU,DIVINO CORAZON A,2-6,2015-04-12,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_676_4_3,https://example.org/partidos/campo/427,ATHLETICO JUNIOR PERU,SALESIANOS ESTRECHO A,1-8,2014-12-13,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_676_6_2,https://example.org/partidos/campo/426,ATHLETICO JUNIOR PERU,DIVINO CORAZON B,7-1,2015-01-10,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_676_10_3,https://example.org/partidos/campo/423,ATHLETICO JUNIOR PERU,SALES PLAZA,6-5,2015-02-14,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_676_12_1,https://example.org/partidos/campo/2144,ATHLETICO JUNIOR PERU,SALESIANOS ESTRECHO B,6-4,2015-02-28,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_676_8_1,https://example.org/partidos/campo/426,ATHLETICO JUNIOR PERU,ESCUELA DEPORTIVA MARIA AUXILI,13-4,2015-01-24,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_134_4_4,https://example.org/partidos/campo/672,BRASIL 92 F.S,EMBASSY,1-0,2014-11-02,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_134_2_5,https://example.org/partidos/campo/672,BRASIL 92 F.S,ULISES FS,2-4,2014-10-19,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_134_14_1,https://example.org/partidos/campo/672,BRASIL 92 F.S,THE OZONERS,0-4,2015-02-08,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_134_6_5,https://example.org/partidos/campo/672,BRASIL 92 F.S,RENEGADOS,5-1,2014-11-23,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_134_12_3,https://example.org/partidos/campo/672,BRASIL 92 F.S,OMEGA-87-F.S,2-3,2015-01-25,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_134_8_2,https://example.org/partidos/campo/672,BRASIL 92 F.S,ESPONGIS,2-3,2014-12-14,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_134_16_2,https://example.org/partidos/campo/672,BRASIL 92 F.S,DRINKING TEAM,2-3,2015-02-22,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_134_9_3,https://example.org/partidos/campo/672,BRASIL 92 F.S,DEPORTIVO FSJ,1-5,2015-03-01,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_17_2_5,https://example.org/partidos/campo/505,BPDCA. VELACHO,BILIRRUBINA,2-3,2014-10-18,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_17_12_3,https://example.org/partidos/campo/510,BPDCA. VELACHO,BASE F.S,3-2,2015-01-24,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_17_16_2,https://example.org/partidos/campo/498,BPDCA. VELACHO,PAUL BT,0-11,2015-02-28,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_17_9_3,https://example.org/partidos/campo/568,BPDCA. VELACHO,ULTRA FC,4-2,2014-12-20,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_17_4_4,https://example.org/partidos/campo/510,BPDCA. VELACHO,CUNEF,6-3,2014-11-01,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_17_8_2,https://example.org/partidos/campo/505,BPDCA. VELACHO,PARK,1-14,2014-12-13,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_17_14_1,https://example.org/partidos/campo/505,BPDCA. VELACHO,G3 CREW,6-0,2015-02-14,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_17_6_5,https://example.org/partidos/campo/508,BPDCA. VELACHO,MV CHAMART- B,1-2,2014-11-22,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_seven-a-side%20football_173_2_1,https://example.org/partidos/campo/994,PINTILON,EDUKICK,6-4,2014-10-18,seven-a-side football,http://www.wikidata.org/entity/Q16534667,deporte colectivo de balón de siete jugadores por equipo,http://commons.wikimedia.org/wiki/Special:FilePath/World%20Cup%20Peru.jpg
https://example.org/partidos/partido/JDM%20GRUPO_seven-a-side%20football_173_17_4,https://example.org/partidos/campo/1617,PINTILON,REAL HTZ FP,4-8,2015-03-07,seven-a-side football,http://www.wikidata.org/entity/Q16534667,deporte colectivo de balón de siete jugadores por equipo,http://commons.wikimedia.org/wiki/Special:FilePath/World%20Cup%20Peru.jpg
https://example.org/partidos/partido/JDM%20GRUPO_seven-a-side%20football_173_9_5,https://example.org/partidos/campo/1010,PINTILON,RACING BOCARRANA,6-1,2015-01-31,seven-a-side football,http://www.wikidata.org/entity/Q16534667,deporte colectivo de balón de siete jugadores por equipo,http://commons.wikimedia.org/wiki/Special:FilePath/World%20Cup%20Peru.jpg
https://example.org/partidos/partido/JDM%20GRUPO_seven-a-side%20football_173_7_4,https://example.org/partidos/campo/1339,PINTILON,EL FLOWER,3-7,2014-11-29,seven-a-side football,http://www.wikidata.org/entity/Q16534667,deporte colectivo de balón de siete jugadores por equipo,http://commons.wikimedia.org/wiki/Special:FilePath/World%20Cup%20Peru.jpg
https://example.org/partidos/partido/JDM%20GRUPO_seven-a-side%20football_173_5_1,https://example.org/partidos/campo/1008,PINTILON,SEMEN UP,4-2,2014-11-15,seven-a-side football,http://www.wikidata.org/entity/Q16534667,deporte colectivo de balón de siete jugadores por equipo,http://commons.wikimedia.org/wiki/Special:FilePath/World%20Cup%20Peru.jpg
https://example.org/partidos/partido/JDM%20GRUPO_seven-a-side%20football_173_4_3,https://example.org/partidos/campo/1339,PINTILON,LECHONES,1-0,2014-11-01,seven-a-side football,http://www.wikidata.org/entity/Q16534667,deporte colectivo de balón de siete jugadores por equipo,http://commons.wikimedia.org/wiki/Special:FilePath/World%20Cup%20Peru.jpg
https://example.org/partidos/partido/JDM%20GRUPO_seven-a-side%20football_173_15_3,https://example.org/partidos/campo/1008,PINTILON,PALOFUMEKE,3-2,2015-02-21,seven-a-side football,http://www.wikidata.org/entity/Q16534667,deporte colectivo de balón de siete jugadores por equipo,http://commons.wikimedia.org/wiki/Special:FilePath/World%20Cup%20Peru.jpg
https://example.org/partidos/partido/JDM%20GRUPO_seven-a-side%20football_173_12_2,https://example.org/partidos/campo/1008,PINTILON,ORBIT,2-7,2015-01-24,seven-a-side football,http://www.wikidata.org/entity/Q16534667,deporte colectivo de balón de siete jugadores por equipo,http://commons.wikimedia.org/wiki/Special:FilePath/World%20Cup%20Peru.jpg
https://example.org/partidos/partido/JDM%20GRUPO_seven-a-side%20football_173_10_5,https://example.org/partidos/campo/1617,PINTILON,F.C BOCARRANA,3-2,2015-01-10,seven-a-side football,http://www.wikidata.org/entity/Q16534667,deporte colectivo de balón de siete jugadores por equipo,http://commons.wikimedia.org/wiki/Special:FilePath/World%20Cup%20Peru.jpg
https://example.org/partidos/partido/JDM%20GRUPO_seven-a-side%20football_62_17_4,https://example.org/partidos/campo/109,GLASGOW MARLEYS,LOS PERCHAS,1-1,2015-03-07,seven-a-side football,http://www.wikidata.org/entity/Q16534667,deporte colectivo de balón de siete jugadores por equipo,http://commons.wikimedia.org/wiki/Special:FilePath/World%20Cup%20Peru.jpg
https://example.org/partidos/partido/JDM%20GRUPO_seven-a-side%20football_62_7_4,https://example.org/partidos/campo/109,GLASGOW MARLEYS,DOS TERCIOS Y UNA DE BRAVAS,10-3,2014-12-13,seven-a-side football,http://www.wikidata.org/entity/Q16534667,deporte colectivo de balón de siete jugadores por equipo,http://commons.wikimedia.org/wiki/Special:FilePath/World%20Cup%20Peru.jpg
https://example.org/partidos/partido/JDM%20GRUPO_seven-a-side%20football_62_5_1,https://example.org/partidos/campo/177,GLASGOW MARLEYS,SAMBE FAR WEST,1-8,2014-11-22,seven-a-side football,http://www.wikidata.org/entity/Q16534667,deporte colectivo de balón de siete jugadores por equipo,http://commons.wikimedia.org/wiki/Special:FilePath/World%20Cup%20Peru.jpg
https://example.org/partidos/partido/JDM%20GRUPO_seven-a-side%20football_62_9_5,https://example.org/partidos/campo/109,GLASGOW MARLEYS,VAMONOS ATOMOS,2-5,2015-01-10,seven-a-side football,http://www.wikidata.org/entity/Q16534667,deporte colectivo de balón de siete jugadores por equipo,http://commons.wikimedia.org/wiki/Special:FilePath/World%20Cup%20Peru.jpg
https://example.org/partidos/partido/JDM%20GRUPO_seven-a-side%20football_62_4_3,https://example.org/partidos/campo/109,GLASGOW MARLEYS,SPORTING BAR QUIXOTE,2-6,2014-11-15,seven-a-side football,http://www.wikidata.org/entity/Q16534667,deporte colectivo de balón de siete jugadores por equipo,http://commons.wikimedia.org/wiki/Special:FilePath/World%20Cup%20Peru.jpg
https://example.org/partidos/partido/JDM%20GRUPO_seven-a-side%20football_62_12_2,https://example.org/partidos/campo/109,GLASGOW MARLEYS,MESUS JARIA F.C.,2-1,2015-01-31,seven-a-side football,http://www.wikidata.org/entity/Q16534667,deporte colectivo de balón de siete jugadores por equipo,http://commons.wikimedia.org/wiki/Special:FilePath/World%20Cup%20Peru.jpg
https://example.org/partidos/partido/JDM%20GRUPO_seven-a-side%20football_62_2_1,https://example.org/partidos/campo/177,GLASGOW MARLEYS,COPAZOS,2-5,2014-10-25,seven-a-side football,http://www.wikidata.org/entity/Q16534667,deporte colectivo de balón de siete jugadores por equipo,http://commons.wikimedia.org/wiki/Special:FilePath/World%20Cup%20Peru.jpg
https://example.org/partidos/partido/JDM%20GRUPO_seven-a-side%20football_62_10_5,https://example.org/partidos/campo/109,GLASGOW MARLEYS,MAQUEAS,6-4,2015-01-17,seven-a-side football,http://www.wikidata.org/entity/Q16534667,deporte colectivo de balón de siete jugadores por equipo,http://commons.wikimedia.org/wiki/Special:FilePath/World%20Cup%20Peru.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_368_7_1,https://example.org/partidos/campo/35,RENEGADOS,ESCOLAPIAS,3-1,2014-11-29,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_368_12_4,https://example.org/partidos/campo/36,RENEGADOS,ALL UNITED,6-0,2015-01-24,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_368_4_2,https://example.org/partidos/campo/36,RENEGADOS,UNITED 85,2-2,2014-11-01,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_368_5_5,https://example.org/partidos/campo/35,RENEGADOS,COSTA RICA Z,2-0,2014-11-15,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_368_1_3,https://example.org/partidos/campo/134,RENEGADOS,EL AGUILA,2-1,2014-10-11,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_368_11_1,https://example.org/partidos/campo/35,RENEGADOS,RAYO ALUCHE,1-2,2015-01-17,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_368_15_5,https://example.org/partidos/campo/35,RENEGADOS,GOYA HD,4-5,2015-02-21,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_368_9_4,https://example.org/partidos/campo/35,RENEGADOS,SIGNO EDITORES,5-1,2014-12-20,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_368_17_3,https://example.org/partidos/campo/35,RENEGADOS,ALGAMA REFORMAS,2-2,2015-03-07,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_basketball_213_2_3,https://example.org/partidos/campo/1595,EL TEAM JOHNSON,LICEO MARRULLER,17-55,2014-10-26,basketball,http://www.wikidata.org/entity/Q5372,deporte en el que se rebota una pelota y se arroja a través de un aro,http://commons.wikimedia.org/wiki/Special:FilePath/Dream%20Team%20at%20the%201992%20Summer%20Olympics.JPEG
https://example.org/partidos/partido/JDM%20GRUPO_basketball_213_17_1,https://example.org/partidos/campo/15,EL TEAM JOHNSON,TURCOS,16-52,2015-03-15,basketball,http://www.wikidata.org/entity/Q5372,deporte en el que se rebota una pelota y se arroja a través de un aro,http://commons.wikimedia.org/wiki/Special:FilePath/Dream%20Team%20at%20the%201992%20Summer%20Olympics.JPEG
https://example.org/partidos/partido/JDM%20GRUPO_basketball_213_7_2,https://example.org/partidos/campo/15,EL TEAM JOHNSON,AWUJETAS,32-46,2014-12-14,basketball,http://www.wikidata.org/entity/Q5372,deporte en el que se rebota una pelota y se arroja a través de un aro,http://commons.wikimedia.org/wiki/Special:FilePath/Dream%20Team%20at%20the%201992%20Summer%20Olympics.JPEG
https://example.org/partidos/partido/JDM%20GRUPO_basketball_213_13_1,https://example.org/partidos/campo/15,EL TEAM JOHNSON,EL QUINTO CUARTO,29-36,2015-02-15,basketball,http://www.wikidata.org/entity/Q5372,deporte en el que se rebota una pelota y se arroja a través de un aro,http://commons.wikimedia.org/wiki/Special:FilePath/Dream%20Team%20at%20the%201992%20Summer%20Olympics.JPEG
https://example.org/partidos/partido/JDM%20GRUPO_basketball_213_15_4,https://example.org/partidos/campo/15,EL TEAM JOHNSON,GECKOS,29-52,2015-03-01,basketball,http://www.wikidata.org/entity/Q5372,deporte en el que se rebota una pelota y se arroja a través de un aro,http://commons.wikimedia.org/wiki/Special:FilePath/Dream%20Team%20at%20the%201992%20Summer%20Olympics.JPEG
https://example.org/partidos/partido/JDM%20GRUPO_basketball_213_10_3,https://example.org/partidos/campo/15,EL TEAM JOHNSON,LOS STONES,19-50,2015-01-18,basketball,http://www.wikidata.org/entity/Q5372,deporte en el que se rebota una pelota y se arroja a través de un aro,http://commons.wikimedia.org/wiki/Special:FilePath/Dream%20Team%20at%20the%201992%20Summer%20Olympics.JPEG
https://example.org/partidos/partido/JDM%20GRUPO_basketball_213_18_5,https://example.org/partidos/campo/15,EL TEAM JOHNSON,MATER,33-67,2015-03-22,basketball,http://www.wikidata.org/entity/Q5372,deporte en el que se rebota una pelota y se arroja a través de un aro,http://commons.wikimedia.org/wiki/Special:FilePath/Dream%20Team%20at%20the%201992%20Summer%20Olympics.JPEG
https://example.org/partidos/partido/JDM%20GRUPO_basketball_213_5_4,https://example.org/partidos/campo/225,EL TEAM JOHNSON,LITROS DE MAU,28-37,2014-11-23,basketball,http://www.wikidata.org/entity/Q5372,deporte en el que se rebota una pelota y se arroja a través de un aro,http://commons.wikimedia.org/wiki/Special:FilePath/Dream%20Team%20at%20the%201992%20Summer%20Olympics.JPEG
https://example.org/partidos/partido/JDM%20GRUPO_seven-a-side%20football_324_3_5,https://example.org/partidos/campo/1774,WOMBAT F.C.,CHOJOS  C.F.,9-2,2014-10-26,seven-a-side football,http://www.wikidata.org/entity/Q16534667,deporte colectivo de balón de siete jugadores por equipo,http://commons.wikimedia.org/wiki/Special:FilePath/World%20Cup%20Peru.jpg
https://example.org/partidos/partido/JDM%20GRUPO_seven-a-side%20football_324_2_3,https://example.org/partidos/campo/1774,WOMBAT F.C.,MASPALOMAS,5-4,2014-10-19,seven-a-side football,http://www.wikidata.org/entity/Q16534667,deporte colectivo de balón de siete jugadores por equipo,http://commons.wikimedia.org/wiki/Special:FilePath/World%20Cup%20Peru.jpg
https://example.org/partidos/partido/JDM%20GRUPO_seven-a-side%20football_324_17_1,https://example.org/partidos/campo/621,WOMBAT F.C.,RAYITO MADRID,2-1,2015-03-08,seven-a-side football,http://www.wikidata.org/entity/Q16534667,deporte colectivo de balón de siete jugadores por equipo,http://commons.wikimedia.org/wiki/Special:FilePath/World%20Cup%20Peru.jpg
https://example.org/partidos/partido/JDM%20GRUPO_seven-a-side%20football_324_15_4,https://example.org/partidos/campo/1772,WOMBAT F.C.,88 FUTBOL CLUB,4-0,2015-02-22,seven-a-side football,http://www.wikidata.org/entity/Q16534667,deporte colectivo de balón de siete jugadores por equipo,http://commons.wikimedia.org/wiki/Special:FilePath/World%20Cup%20Peru.jpg
https://example.org/partidos/partido/JDM%20GRUPO_seven-a-side%20football_324_5_4,https://example.org/partidos/campo/1772,WOMBAT F.C.,RAYO BEER DUBAI,1-0,2014-11-16,seven-a-side football,http://www.wikidata.org/entity/Q16534667,deporte colectivo de balón de siete jugadores por equipo,http://commons.wikimedia.org/wiki/Special:FilePath/World%20Cup%20Peru.jpg
https://example.org/partidos/partido/JDM%20GRUPO_seven-a-side%20football_324_18_5,https://example.org/partidos/campo/1774,WOMBAT F.C.,WORLD DEAF TEAM,12-1,2015-03-22,seven-a-side football,http://www.wikidata.org/entity/Q16534667,deporte colectivo de balón de siete jugadores por equipo,http://commons.wikimedia.org/wiki/Special:FilePath/World%20Cup%20Peru.jpg
https://example.org/partidos/partido/JDM%20GRUPO_seven-a-side%20football_324_7_2,https://example.org/partidos/campo/633,WOMBAT F.C.,LA PERA MECANICA,5-0,2014-11-30,seven-a-side football,http://www.wikidata.org/entity/Q16534667,deporte colectivo de balón de siete jugadores por equipo,http://commons.wikimedia.org/wiki/Special:FilePath/World%20Cup%20Peru.jpg
https://example.org/partidos/partido/JDM%20GRUPO_seven-a-side%20football_324_10_3,https://example.org/partidos/campo/1774,WOMBAT F.C.,BEGOеA CITY,3-5,2015-01-11,seven-a-side football,http://www.wikidata.org/entity/Q16534667,deporte colectivo de balón de siete jugadores por equipo,http://commons.wikimedia.org/wiki/Special:FilePath/World%20Cup%20Peru.jpg
https://example.org/partidos/partido/JDM%20GRUPO_seven-a-side%20football_324_13_1,https://example.org/partidos/campo/621,WOMBAT F.C.,MORBID TEAM,8-3,2015-02-08,seven-a-side football,http://www.wikidata.org/entity/Q16534667,deporte colectivo de balón de siete jugadores por equipo,http://commons.wikimedia.org/wiki/Special:FilePath/World%20Cup%20Peru.jpg
https://example.org/partidos/partido/JDM%20GRUPO_basketball_735_4_1,https://example.org/partidos/campo/448,MADRID C.B.,RAMON Y FAMILIA,40-45,2015-02-07,basketball,http://www.wikidata.org/entity/Q5372,deporte en el que se rebota una pelota y se arroja a través de un aro,http://commons.wikimedia.org/wiki/Special:FilePath/Dream%20Team%20at%20the%201992%20Summer%20Olympics.JPEG
https://example.org/partidos/partido/JDM%20GRUPO_basketball_218_5_2,https://example.org/partidos/campo/1289,MADRID C.B.,SUPERCOLEGAS DEL INFIERNO,69-29,2014-11-15,basketball,http://www.wikidata.org/entity/Q5372,deporte en el que se rebota una pelota y se arroja a través de un aro,http://commons.wikimedia.org/wiki/Special:FilePath/Dream%20Team%20at%20the%201992%20Summer%20Olympics.JPEG
https://example.org/partidos/partido/JDM%20GRUPO_basketball_218_3_4,https://example.org/partidos/campo/1289,MADRID C.B.,RAMON Y FAMILIA,63-35,2014-10-25,basketball,http://www.wikidata.org/entity/Q5372,deporte en el que se rebota una pelota y se arroja a través de un aro,http://commons.wikimedia.org/wiki/Special:FilePath/Dream%20Team%20at%20the%201992%20Summer%20Olympics.JPEG
https://example.org/partidos/partido/JDM%20GRUPO_basketball_218_7_5,https://example.org/partidos/campo/1289,MADRID C.B.,ELECTRIC PRUNES,42-59,2014-11-29,basketball,http://www.wikidata.org/entity/Q5372,deporte en el que se rebota una pelota y se arroja a través de un aro,http://commons.wikimedia.org/wiki/Special:FilePath/Dream%20Team%20at%20the%201992%20Summer%20Olympics.JPEG
https://example.org/partidos/partido/JDM%20GRUPO_basketball_735_6_2,https://example.org/partidos/campo/448,MADRID C.B.,TAURUS,37-58,2015-02-21,basketball,http://www.wikidata.org/entity/Q5372,deporte en el que se rebota una pelota y se arroja a través de un aro,http://commons.wikimedia.org/wiki/Special:FilePath/Dream%20Team%20at%20the%201992%20Summer%20Olympics.JPEG
https://example.org/partidos/partido/JDM%20GRUPO_basketball_735_1_2,https://example.org/partidos/campo/1289,MADRID C.B.,SUPERCOLEGAS DEL INFIERNO,70-36,2015-01-17,basketball,http://www.wikidata.org/entity/Q5372,deporte en el que se rebota una pelota y se arroja a través de un aro,http://commons.wikimedia.org/wiki/Special:FilePath/Dream%20Team%20at%20the%201992%20Summer%20Olympics.JPEG
https://example.org/partidos/partido/JDM%20GRUPO_basketball_218_9_2,https://example.org/partidos/campo/1289,MADRID C.B.,ISOTOPOS,55-53,2014-12-20,basketball,http://www.wikidata.org/entity/Q5372,deporte en el que se rebota una pelota y se arroja a través de un aro,http://commons.wikimedia.org/wiki/Special:FilePath/Dream%20Team%20at%20the%201992%20Summer%20Olympics.JPEG
https://example.org/partidos/partido/JDM%20GRUPO_basketball_735_8_4,https://example.org/partidos/campo/448,MADRID C.B.,PIRRIS CON SWING,47-60,2015-03-07,basketball,http://www.wikidata.org/entity/Q5372,deporte en el que se rebota una pelota y se arroja a través de un aro,http://commons.wikimedia.org/wiki/Special:FilePath/Dream%20Team%20at%20the%201992%20Summer%20Olympics.JPEG
https://example.org/partidos/partido/JDM%20GRUPO_futsal_335_9_1,https://example.org/partidos/campo/316,RACING VALLECANO,SIE-METUPS,2-5,2015-01-31,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_335_13_2,https://example.org/partidos/campo/316,RACING VALLECANO,AVISPAS ASESINAS,4-4,2015-02-28,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_335_5_3,https://example.org/partidos/campo/316,RACING VALLECANO,CHELSEA VALLECAS,3-4,2014-12-20,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_335_10_4,https://example.org/partidos/campo/316,RACING VALLECANO,LA TRUPE F.C,2-5,2015-02-07,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_335_4_4,https://example.org/partidos/campo/316,RACING VALLECANO,MILAN GOSTINO,0-6,2014-12-13,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_335_1_3,https://example.org/partidos/campo/316,RACING VALLECANO,G. LAS SUERTES,9-1,2014-11-15,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_335_7_1,https://example.org/partidos/campo/316,RACING VALLECANO,INTER DE MITENTE,3-2,2015-01-17,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
